Container Description,Container Type,Genres,Artists,Play Count,Duration_Hours
Type,PLAYLIST,"African, Afro-Beat, Afrobeats, Dance, Hip Hop/Rap, Hip-Hop, Indian, Indian Pop, J-Pop, K-Pop, Music, Pop, Punjabi, R&B/Soul, Regional Indian, World","AP Dhillon, Arjun, Ayanfe Viral, BINI, Baby Keem, Drake, GOLDHOUSE, Headie One, IZ*ONE, LANY, Mickey Singh, Red Velvet, Regard, Steve Aoki, Vivek - Mervin, WHITE JAM, Young Jonn, mazie",19,0.4358797222222222
Type,PLAYLIST,"African, Afro-Beat, Bollywood, Dance, France, Hip Hop/Rap, Hip-Hop, Indian, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Soundtrack, TV Soundtrack, World","Abdul Hannan, Anuel AA, Arijit Singh, Baby Keem, Cherry Bullet, Fimiguerrero, GOLDHOUSE, Hardy Caprio, Hasan Raheem, Koba LaD, L2B, Lancey Foux, Len, Loco, Manni Sandhu, MØ, Ninho, Pa Salieu, Prabh Singh, PsychoYP, Punch, Rooh Sandhu, Rovalio, SINN6R, Sanjoy, Tegi Pannu, Tems, The Chainsmokers, Tiakola, YoungBoy Never Broke Again, fromis_9",27,0.7217580555555556
Type,PLAYLIST,"African, Afro-Beat, Afrobeats, Alternative, Anime, Bollywood, Brazilian, Dance, Electronic, Electronica, Hip Hop/Rap, Hip-Hop, Indian, Indian Pop, J-Pop, K-Pop, Latin, Latin Rap, Latin Urban, Music, Pop, Punjabi, R&B/Soul, Rap, Regional Indian, Soundtrack, Telugu, UK Hip Hop, World","A. R. Rahman, AP Dhillon, Amitabh Bhattacharya, Anirudh Ravichander, Anubha Bajaj, Arijit Singh, Ash, BINI, BLACKPINK, Baby Keem, Bad Boy Timz, Bankulli, Beny Jr, Bis, Central Cee, Cherry Bullet, Chike, Darshan Raval, Davido, Drake, DreamNote, Eem Triplin, FUNKIST, GROUPLOVE, Galileo Galilei, Gorillaz, Gunna, Homixide Gang, Houdini, IZ*ONE, Inno Genga, JAY1, JS x YD, Jack Newsome, Jassa Dhillon, Javed Ali, K-Trap, Kanishk Seth, Kavita Seth, Kikimoteleba, King, Koba LaD, Krept & Konan, L2B, Lancey Foux, MILES MD, Mc Brinquedo, Midnight Kids, MohBad, Morad, NSG, NorthSideBenji, Not3s, Olivia Rodrigo, Prakriti Kakar, PsychoYP, RAYE, Red Velvet, Rsko, SINN6R, Sachin-Jigar, Shreya Ghoshal, Still Fresh, Tiakola, Tory Lanez, Two Door Cinema Club, Unknown T, WHITE JAM, Wegz, Wizkid, YoungBoy Never Broke Again, ewshem, fromis_9",67,2.2376086111111113
Type,PLAYLIST,"African, Afrobeats, Alternative, Bollywood, Hip Hop/Rap, Hip-Hop, Indian, Indian Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Regional Indian, Soundtrack, Telugu, World","AP Dhillon, Abdul Hannan, Amitabh Bhattacharya, Anirudh Ravichander, Anubha Bajaj, Anuel AA, Arijit Singh, Asake, BTS, Bj Show, Camila Cabello, Chike, Clavish, Darshan Raval, Favé, Fredo, Gazo, Gorillaz, Gurinder Gill, HRJXT, Hasan Raheem, Himesh Reshammiya, Homixide Gang, IP Singh, Inno Genga, Intense, J Balvin, Jaden, KAROL G, King, Krept & Konan, Lancey Foux, MohBad, Money Musik, NATTY, Nafe Smallz, Neha Kakkar, Nippa, Pa Salieu, Prakriti Kakar, Rsko, STAYC, Sachin-Jigar, Shahmeer Raza Khan, Skepta, Smino, Stay Flee Get Lizzy, Swanand Kirkire, Tiakola, Trippy Ja, V.I.C, Wizkid, YAZ, Young Jonn, Young T & Bugsey",53,1.4620688888888889
Type,PLAYLIST,"African, Afro-Beat, Afro-fusion, Afrobeats, Alternative, Bollywood, Contemporary R&B, Dance, Electronic, Hardcore Rap, Hip Hop/Rap, House, Indian, K-Pop, Music, Pop, R&B/Soul, Rap, Regional Indian, Rock, Soundtrack, UK Hip Hop, World","A$AP Rocky, Arijit Singh, Asake, BNXN, Badshah, Bakar, Baloji, Bawo, Benji Blue Bills, Blade Brown, Blizz, Brent Faiyaz, Bryson Tiller, Caps, Central Cee, Chief Keef, Coi Leray, Darshan Raval, Dave, Dolapo, Drake, Fireboy DML, GOLDHOUSE, God Colony, Hardy Caprio, Headie One, Homixide Gang, JAY1, Jaden, K-Trap, Kanishk Seth, Kavita Seth, Ken Carson, Kep1er, Kiiara, Krept & Konan, Lil Wayne, Majid Jordan, Metro Boomin, Miguel, N3WYRKLA, Not3s, Offset, Pa Salieu, PinkPantheress, Portugal. The Man, Prakriti Kakar, Rema, Rsko, SL, SPINALL, SahBabii, Shreya Ghoshal, Skepta, Swae Lee, Toosii, YoungBoy Never Broke Again, Zlatan",59,2.6115694444444446
Type,PLAYLIST,"African, Afrobeats, Alternative, Bollywood, Contemporary R&B, Dance, France, Hardcore Rap, Hip Hop/Rap, Indian, Indian Pop, J-Pop, K-Pop, Latin, Latin Urban, Music, Pop, R&B/Soul, Rap, Regional Indian, Rock, World","3LAU, A. R. Rahman, Ammy Virk, Anuel AA, Asake, Bunty Bains, Chief Keef, Darshan Raval, Drake, GOLDHOUSE, IZ*ONE, Javed Ali, Justin Caruso, KANA-BOON, Mitraz, Ninho, Pozer, Prakriti Kakar, RADWIMPS, Regard, Sabrina Carpenter, Simiran Kaur Dhadli, Skylar Grey, Steve Aoki, Tritonal, WINNER, mazie",24,0.7324355555555555
Type,PLAYLIST,"African, Afrobeats, Bollywood, Contemporary R&B, Dance, Electronic, Hardcore Rap, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Rock, Soundtrack, Telugu","Amitabh Bhattacharya, Anirudh Ravichander, Anuel AA, Arijit Singh, Asake, Avvy Sra, Badshah, DJ Snake, Darshan Raval, Drake, Fireboy DML, GFRIEND, Inno Genga, J Balvin, JO YURI, Jamie xx, KAROL G, Karan Aujla, LANY, Manni Sandhu, Prakriti Kakar, Sachin-Jigar, Sheppard, Tegi Pannu, Toosii, YoungBoy Never Broke Again",22,0.3839813888888889
Type,PLAYLIST,"African, Afro-Beat, Afrobeats, Anime, Bollywood, Dance, Hip Hop/Rap, Indian, J-Pop, K-Pop, Latin, Latin Rap, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Soundtrack, Telugu, World","Altamash Faridi, Amitabh Bhattacharya, Amitabha Bhattacharya, Anirudh Ravichander, Arijit Singh, Asees Kaur, Ayanfe Viral, BINI, Bad Boy Timz, Bad Bunny, Beny Jr, DJ Snake, Darshan Raval, Drake, GFRIEND, Galileo Galilei, Gazo, Hansika Pareek, Hardy Caprio, IZ*ONE, Inno Genga, JO YURI, Kanishk Seth, Kavita Seth, Kep1er, Korede Bello, LANY, Lancey Foux, Liim's, Manni Sandhu, Morad, Nafe Smallz, Neha Kakkar, Nina Mathur, Parampara Tandon, Parmish Verma, Prakriti Kakar, Pritam, Raghav, Red Velvet, SDM, SINN6R, SUNMI, Sachet Tandon, Sachin-Jigar, Shadab Faridi, Shreya Ghoshal, Skepta, Som, Tanishk Bagchi, Tegi Pannu, Tiakola, Tion Wayne, Tory Lanez, Vishal Mishra, WHITE JAM, Young Jonn, YoungBoy Never Broke Again",46,1.1177841666666666
Type,PLAYLIST,"African, Afrobeats, Alternative, Bollywood, Dance, Hip Hop/Rap, Hip-Hop, Indian, Indian Pop, K-Pop, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Regional Indian, Soundtrack, World","5STAR, Arijit Singh, BLACKPINK, Bj Show, Claire Rosinkranz, D-Block Europe, Fimiguerrero, Frost Children, GOLDHOUSE, Ghost Killer Track, Guru Randhawa, HRJXT, Hardy Caprio, Hasan Raheem, Intense, Jasleen Royal, Jassa Dhillon, Ken Carson, Lancey Foux, Len, Louis The Child, Nafe Smallz, Pi’erre Bourne, Plaqueboymax, Pop Money, Porter Robinson, Prabh Singh, Pritam, Raja Kumari, Rema, Rooh Sandhu, SL, Sanjoy, Shilpa Rao, Shreya Ghoshal, Shubh, Sreeram, Summrs, TM88, Tiakola, YT, YoungBoy Never Broke Again, mist",30,0.6480158333333333
Type,PLAYLIST,"African, Afro House, Afro-Beat, Afrobeats, Bollywood, Dance, Electronic, Hip Hop/Rap, Indian, J-Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, R&B/Soul, Regional Indian, Rock, Soundtrack, World","6LACK, AP Dhillon, Arijit Singh, Cherry Bullet, Chike, Claire Rosinkranz, Coi Leray, Darshan Raval, J Hus, JHAYCO, Jassa Dhillon, Kanye West, Kapo, Khaid, Kikimoteleba, Lil Tjay, Louis The Child, MILES MD, Manny Norté, Metro Boomin, MohBad, Prakriti Kakar, Pritam, RADWIMPS, Rema, Rihanna, SPINALL, STAYC, Tion Wayne, WHITE JAM, Wafia, Wiz Khalifa, XG, Young Jonn, YoungBoy Never Broke Again, ZERB, ewshem",26,0.8371044444444444
Type,PLAYLIST,"African, Afrobeats, Alternative, Bollywood, Hip Hop/Rap, Indian, K-Pop, Music, Pop, Soundtrack","Altamash Faridi, Amitabh Bhattacharya, Arijit Singh, Asake, BNXN, Dutchavelli, Fimiguerrero, Harshdeep, ILLIT, KAWALA, Krept & Konan, Len, Olamide, Pritam, Shadab Faridi, Shreya Ghoshal, Still Fresh, Tiakola, Wizkid",11,0.5654519444444445
Type,PLAYLIST,"African, Afro-Pop, Afrobeats, Alternative, Anime, Bollywood, Dance, Electronic, Hip Hop/Rap, Indian, Indian Folk, Indian Pop, J-Pop, K-Pop, Latin, Latin Rap, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Soundtrack, World","A. R. Rahman, AP Dhillon, Arijit Singh, Asake, BLACKPINK, BTS, Beny Jr, Cherry Bullet, D-Block Europe, Dev Negi, Fimiguerrero, Fireboy DML, Flipz, Frost Children, Frosty, Galileo Galilei, Gazo, Ghali, Ghost Killer Track, Guru Randhawa, HRJXT, Hansika Pareek, Harshdeep, Hasan Raheem, IZ*ONE, Intense, JHAYCO, JO YURI, Jamie xx, Javed Ali, Jeeti, K-Trap, KAWALA, Kah-Lo, Kanishk Seth, Kapo, Kavita Seth, Khaid, LANY, Lemaitre, Liim's, Loski, MHD, Morad, Myke Towers, MØ, NAV, Neha Kakkar, NewJeans, Parampara Tandon, Parmish Verma, Porter Robinson, Preetinder, Pritam, QARAN, Raja Kumari, Rajat Nagpal, Ravi Duggal, Regard, Rema, Rod Wave, SDM, Sachet Tandon, Sachin-Jigar, Seepi Jha, Shilpa Rao, Som, Sreeram, Steve Aoki, The Knocks, The Weeknd, Tiakola, Tory Lanez, Trippy Ja, Vishal Mishra, Vivek - Mervin, WHITE JAM, WOOAH, WSTRN, YoungBoy Never Broke Again, fromis_9, mazie",75,1.9410577777777778
Type,PLAYLIST,"African, Afro-Beat, Afro-Pop, Afrobeats, Bollywood, Dance, Electronic, Hardcore Rap, Hip Hop/Rap, Indian, Indian Pop, Music, Pop, R&B/Soul, Rap, Rock, Soundtrack, World","ADAAM, AP Dhillon, Arijit Singh, Arjun, Asake, Avvy Sra, BlazeYL, Central Cee, Chavo, Davido, Dev Negi, Fimiguerrero, Fireboy DML, Fredo, Gazo, Gurinder Gill, Harshdeep, Hasan Raheem, Homixide Gang, JRK 19, Javed Akhtar, Jhené Aiko, Kairo Keyz, Kanye West, Karan Aujla, King Von, Knucks, Kwengface, Len, Lil Durk, MHD, Madeon, Mickey Singh, Mitraz, Money Musik, Only The Family, Pheelz, Pop Money, Porter Robinson, Pritam, Rema, Seepi Jha, Shankar-Ehsaan-Loy, Shubh, Skeeny, Stay Flee Get Lizzy, Tiakola, Ty Dolla $ign, Wizkid, YT, Young T & Bugsey, Young Thug, ¥$",39,1.2840033333333334
Type,PLAYLIST,"African, Afro-Beat, Afro-fusion, Afrobeats, Alte, Anime, Bollywood, Electronic, Hip Hop/Rap, Hip-Hop, Indian, Indian Pop, Latin, Latin Rap, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Soundtrack, World","5STAR, A$AP Rocky, ADAAM, AP Dhillon, Amitabh Bhattacharya, Arijit Singh, Asake, Avvy Sra, Ayanfe Viral, BINI, BNXN, Beny Jr, Bj Show, Brent Faiyaz, Clavish, Dolapo, EVAN GIIA, FUNKIST, Fimiguerrero, Fireboy DML, Ghali, Hardy Caprio, Headie One, Ibeyi, JAY1, K-Trap, Kairo Keyz, Kalan.FrFr, Kanishk Seth, Karan Aujla, Kavita Seth, Ken Carson, King Promise, Knucks, Len, Liim's, M1llionz, MEMBA, Majid Jordan, Manni Sandhu, Morad, Myke Towers, N3WYRKLA, NSG, Nafe Smallz, Nasboi, Olamide, Pa Salieu, Pi’erre Bourne, Plaqueboymax, Pop Money, Pritam, Rsko, SDM, Sachin-Jigar, Shae Universe, Shubh, Skepta, TM88, Tegi Pannu, Tems, The Weeknd, Tiakola, Vishal Dadlani, YoungBoy Never Broke Again",59,1.7511041666666667
Type,PLAYLIST,"African, Afro-Beat, Afro-Pop, Afrobeats, Alternative, Bollywood, Dance, Electronic, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Soundtrack, World","6LACK, A. R. Rahman, AP Dhillon, Aden, Amber, Amitabh Bhattacharya, Arijit Singh, Asake, BTS, BigBabyGucci, Cash Cobain, Central Cee, Cherry Bullet, Dev Negi, Fimiguerrero, Gazo, Hansika Pareek, Hardy Caprio, Harshdeep, IZ*ONE, Intense, JO YURI, Jack Newsome, Javed Ali, Kep1er, Kikimoteleba, MILES MD, MIYEON, Manny Norté, Midnight Kids, Neha Kakkar, Parmish Verma, Prabh Singh, Pritam, ROLE MODEL, Red Velvet, Rema, Rooh Sandhu, SPINALL, Sachin-Jigar, Sainté, Sanjoy, Seepi Jha, Skeeny, Skylar Grey, Som, Tiakola, Tion Wayne, Trippy Ja, Vishal Mishra, Wizkid, YT, Zlatan",48,1.0143161111111112
Type,PLAYLIST,"African, Afro-Pop, Afrobeats, Alternative, Bollywood, Dance, Electronic, Hip Hop/Rap, House, Indian, Indie Rock, Latin, Latin Rap, Latin Urban, Music, Pop, R&B/Soul, Rap, Regional Indian, Rock, Soundtrack, World","67, A$AP Rocky, AP Dhillon, Abdul Hannan, Amitabh Bhattacharya, Arijit Singh, Asake, Aspect Juni, BNXN, Bankulli, Beny Jr, Brent Faiyaz, Bryson Tiller, Central Cee, Clairo, Coi Leray, Craig David, Darshan Raval, Dave, Davido, Drake, EVAN GIIA, Favé, Fimiguerrero, Future, Gazo, Genezio, Hardy Caprio, Headie One, Jhené Aiko, Kanye West, Lancey Foux, Lemaitre, Lisa Mishra, MEMBA, MHD, Metro Boomin, Morad, MØ, N3WYRKLA, Naza, Nippa, Not3s, Prakriti Kakar, Prototype, QARAN, RAC, ROLE MODEL, Rema, Rod Wave, SG Lewis, SINN6R, SL, Sachin-Jigar, Sheppard, Skepta, TEDD, Tems, The Knocks, Tiakola, Travis Scott, Yapi, Young Thug",47,1.8464938888888889
Type,PLAYLIST,"Adult Alternative, African, Afrobeats, Alternative, Bollywood, Dance, Electronic, France, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Latin, Latin Rap, Latin Urban, Music, Pop, Pop/Rock, Punjabi, R&B/Soul, Regional Indian, Rock, Soundtrack, UK Hip Hop, World","AP Dhillon, Antara Mitra, Arijit Singh, Asake, BOL4, Beny Jr, Blood Orange, Bryson Tiller, Caps, DJ Snake, Darshan Raval, Favé, Fimiguerrero, Gazo, Hak Baker, Harshdeep, JO YURI, JS x YD, KLN, King, Korede Bello, LANY, Morad, MØ, NAV, Nikhil D'Souza, Ninho, Olivia Rodrigo, PinkPantheress, Prakriti Kakar, Pritam, Still Fresh, Tems, Tiakola",34,1.2710669444444445
Type,PLAYLIST,"African, Afro-Beat, Afrobeats, Alternative, Bollywood, Dance, Electronic, Hip Hop/Rap, Hip-Hop, Indian, Indian Pop, J-Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Soundtrack, World","3LAU, AP Dhillon, Abra Cadabra, Altamash Faridi, Amitabh Bhattacharya, Ammy Virk, Antara Mitra, Arijit Singh, Asake, BTS, Baby Keem, BabyTron, Bad Boy Timz, Bunty Bains, Cherry Bullet, DP Beats, Darshan Raval, Dave, Davido, Dev Negi, Fimiguerrero, Frost Children, Frosty, Gazo, HRJXT, Hasan Raheem, Headie One, IP Singh, Intense, JAY1, JHAYCO, Jaden, Jonita Gandhi, Justin Caruso, K-Trap, Kanishk Seth, Kapo, Kavita Seth, Ken Carson, Kikimoteleba, King Von, Knucks, Lancey Foux, Lemaitre, Len, Liim's, Lil Durk, MILES MD, MIYEON, Majid Jordan, Manni Sandhu, Nafe Smallz, Nikhil D'Souza, Only The Family, Pa Salieu, Porter Robinson, Prakriti Kakar, Pritam, ROLE MODEL, Rema, Rsko, SDM, Seepi Jha, Shadab Faridi, Shreya Ghoshal, Simiran Kaur Dhadli, Steve Aoki, Swanand Kirkire, Tegi Pannu, The Knocks, The Weeknd, Tiakola, Vishal Dadlani, Vivek - Mervin, Wizkid, YT, Young Jonn, YoungBoy Never Broke Again, aimyon",67,1.8533761111111111
Type,PLAYLIST,"African, Afro-Beat, Afro-Pop, Afrobeats, Alternative, Bollywood, Contemporary R&B, Dance, Electronic, Electronica, Hardcore Rap, Hip Hop/Rap, Indian, Indian Pop, J-Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Rock, Soundtrack, Telugu, World","AP Dhillon, Amitabh Bhattacharya, Anirudh Ravichander, Anubha Bajaj, Arijit Singh, Arjun, Asees Kaur, Ayra Starr, BTS, Cash Cobain, Cherry Bullet, Chief Keef, DJ Snake, Darkoo, Dev Negi, Drake, Echstacy, Fimiguerrero, Guru Randhawa, Hardy Caprio, Hasan Raheem, Himesh Reshammiya, IP Singh, IZ*ONE, Inno Genga, JHAYCO, KASYAP, Kapo, L2B, Lisa Mishra, Maninder Buttar, Mickey Singh, Nafe Smallz, Neha Kakkar, Nina Mathur, Parampara Tandon, Preetinder, Pritam, QARAN, Raghav, Raja Kumari, Rajat Nagpal, Rod Wave, SL, Sachet Tandon, Sachin-Jigar, Sainté, Seepi Jha, Skeeny, Skylar Grey, Swanand Kirkire, Tanishk Bagchi, Tiakola, Tritonal, Youngveer, moumoon",42,1.1391319444444445
Type,PLAYLIST,"African, Afrobeats, Bollywood, Dance, Hip Hop/Rap, Hip-Hop, Indian, Indian Pop, J-Pop, K-Pop, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Soundtrack, Telugu, UK Hip Hop, World","A$AP Rocky, AP Dhillon, Amitabh Bhattacharya, Amitabha Bhattacharya, Anirudh Ravichander, Arijit Singh, BLACKPINK, Baby Keem, Bad Boy Timz, Brent Faiyaz, Cherry Bullet, Chike, Dev Negi, EMPiRE, Fimiguerrero, Fredo, Gazo, Gurinder Gill, Hansika Pareek, Hardy Caprio, Headie One, ILLIT, IP Singh, Inno Genga, JS x YD, Kanishk Seth, Kavita Seth, Koba LaD, L2B, Lancey Foux, Len, Lisa Mishra, Louis The Child, MohBad, Money Musik, N3WYRKLA, Neha Kakkar, Parmish Verma, Pritam, PsychoYP, QARAN, STAYC, Sachin-Jigar, Seepi Jha, Shilpa Rao, Som, Sreeram, Stay Flee Get Lizzy, Swanand Kirkire, Tiakola, Tinashe, Vishal Mishra, YT, Young Jonn, Young T & Bugsey, YoungBoy Never Broke Again, Zachary Knowles",41,1.095501111111111
Type,PLAYLIST,"African, Afro-Beat, Afrobeats, Alternative, Bollywood, Contemporary R&B, Dance, Electronic, Electronica, Hardcore Rap, Hip Hop/Rap, Hip-Hop, House, Indian, Indian Pop, Latin, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Rock, Soundtrack, Telugu, World","3LAU, 6LACK, A$AP Rocky, AP Dhillon, Aman Sandhu, Anirudh Ravichander, Anuel AA, Arijit Singh, Arjun, Baby Keem, Bad Bunny, Bryson Tiller, Bups Saggu, DTG, Dave, Dominic Fike, Drake, Echstacy, Fimiguerrero, Future, Gazo, Genezio, Ghali, Gunna, Harshdeep, Inno Genga, J Hus, JAY1, Jack Newsome, Jme, Justin Caruso, KASYAP, KLN, Kah-Lo, Kanye West, Kehlani, Keys N Krates, Kikimoteleba, Knucks, Krept & Konan, Kwengface, Lancey Foux, Len, Liim's, Lil Tecca, Lost Kings, Louis The Child, MILES MD, Manny Norté, Merky ACE, Mickey Singh, Midnight Kids, Nito NB, One Acen, PARTYNEXTDOOR, Pop Money, Porter Robinson, Preetinder, Pritam, Prototype, PsychoYP, QARAN, Rajat Nagpal, Rema, Rsko, SDM, SINN6R, Skepta, Skread, Steve Aoki, Tems, The Knocks, The Weeknd, Tiakola, Tion Wayne, Toosii, Tory Lanez, Unknown T, Wizkid, YAZ, YT, Young Jonn, YoungBoy Never Broke Again, Youngveer, Zachary Knowles",73,2.77842
Type,PLAYLIST,"African, Afrobeats, Bollywood, Dance, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, Regional Indian, Soundtrack","Abdul Hannan, Anuel AA, Asake, BTS, Central Cee, Cherry Bullet, Dave, Fimiguerrero, Hasan Raheem, Himesh Reshammiya, IZ*ONE, J Balvin, Jassa Dhillon, KAROL G, Lancey Foux, Len, NATTY, Neha Kakkar, Pritam, QARAN, Rema, Shilpa Rao, Sreeram, TEDD, Tiakola",18,0.38657833333333336
Type,PLAYLIST,"African, Afro-Beat, Afrobeats, Alternative, Alternative Rap, Amapiano, Anime, Bollywood, Dance, Electronic, Hip Hop/Rap, Indian, Indian Pop, J-Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, Punjabi Pop, R&B/Soul, Rap, Regional Indian, Rock, Soundtrack, World","67, 8syn, A$AP Rocky, A. R. Rahman, Abdul Hannan, Amitabh Bhattacharya, Antara Mitra, Arijit Singh, Asake, Avvy Sra, BINI, Bad Boy Timz, Bad Bunny, Brent Faiyaz, Bryson Tiller, Cherry Bullet, Dave, Davido, Dev Negi, DreamNote, EVAN GIIA, FUNKIST, Fimiguerrero, Flipz, GOLDHOUSE, Gazo, Ghetts, Guvna B, Hardy Caprio, Houdini, IZ*ONE, JO YURI, Jaden, Javed Ali, KANA-BOON, KAWALA, Kanishk Seth, Karan Aujla, Kavita Seth, Ken Carson, Koba LaD, Krept & Konan, L2B, Lancey Foux, Liim's, Lisa Mishra, Loski, MEMBA, Minz, N3WYRKLA, Neha Kakkar, Nikhil D'Souza, NorthSideBenji, One Acen, Parmish Verma, Pheelz, PinkPantheress, Prabh Singh, Preetinder, Pritam, QARAN, RADWIMPS, Rajat Nagpal, Regard, Rema, Rooh Sandhu, SDM, SINN6R, SPINALL, STAYC, SUNMI, Sachin-Jigar, Sanjoy, Seepi Jha, Shreya Ghoshal, Steve Aoki, T Mulla, TEDD, Tiakola, Tinashe, WOOAH, WSTRN, YAZ, mazie",63,1.5311097222222223
Type,PLAYLIST,"African, Afrobeats, Alternative, Bollywood, Contemporary R&B, Dance, Electronic, Hardcore Rap, Hip Hop/Rap, Indian, Indian Pop, K-Pop, Latin, Latin Urban, Music, Pop, Punjabi, R&B/Soul, Rap, Regional Indian, Rock, Soundtrack, UK Hip Hop, World","Ammy Virk, Anuel AA, Arijit Singh, Asake, BINI, BNXN, Bad Boy Timz, Benji Blue Bills, Bunty Bains, Cherry Bullet, Drake, Fimiguerrero, Frost Children, Galavant, Himesh Reshammiya, JS x YD, Jamie xx, Jassa Dhillon, Ken Carson, Koba LaD, Korede Bello, L2B, Liim's, NATTY, Neha Kakkar, PARTYNEXTDOOR, Playboi Carti, Porter Robinson, Pritam, Rema, SDM, Shubh, Simiran Kaur Dhadli, Still Fresh, Tems, The Weeknd, Tiakola, Unknown T, V.I.C, YT, tobi lou",38,1.6804563888888888
Type,PLAYLIST,"Hip Hop/Rap, Indian, Indian Pop, Music, Pop, Punjabi, Punjabi Pop, Regional Indian, World","Arjun, King Von, Korede Bello, Lil Durk, Manni Sandhu, Mickey Singh, Only The Family, QARAN, Tegi Pannu, YoungBoy Never Broke Again",6,0.2170988888888889
Type,PLAYLIST,"African, Afro-Beat, Afrobeats, Hip Hop/Rap, Music, Pop, R&B/Soul, Rap, World","Abdul Hannan, Asake, Chike, D-Block Europe, Eem Triplin, Fimiguerrero, Ghost Killer Track, Gunna, JAI DHIR, Ken Carson, Lil Durk, Lil Tecca, Lost Stories, MohBad, Nasboi, Not3s, Pa Salieu, Rovalio, Still Fresh, Tiakola, Toosii, Travis Scott, YoungBoy Never Broke Again",22,0.7122519444444444
Type,PLAYLIST,"Alternative Rap, Hip Hop/Rap, Music, Pop, R&B/Soul","Dolapo, Drake, Hardy Caprio, Lancey Foux, ROLE MODEL",4,0.15762722222222222
Type,PLAYLIST,"African, Afro-Pop, Afrobeats, Alternative, Dance, Hip Hop/Rap, Hip-Hop, J-Pop, Latin, Latin Urban, Music, Pop, R&B/Soul, Rap, Reggae, Rock, Soundtrack, World","Asake, Bad Bunny, Central Cee, Coi Leray, Davido, DigDat, Dolapo, Dominic Fike, Drake, Fimiguerrero, Fireboy DML, Flipz, Frosty, Future, Hardy Caprio, J Hus, Kanye West, Koba LaD, L2B, Len, Lil Wayne, Loski, MHD, Metro Boomin, Offset, PARTYNEXTDOOR, Pa Salieu, Pheelz, Popcaan, PsychoYP, RADWIMPS, Rema, Rihanna, Skepta, Swae Lee, Tiakola, Tritonal, WSTRN, YoungBoy Never Broke Again, pH-1",34,1.4091541666666667
Type,PLAYLIST,"African, Afrobeats, Indian, Indian Pop, Music, Pop, R&B/Soul","Arijit Singh, Jasleen Royal, Prabh Singh, Rema, Rooh Sandhu, Sanjoy",3,0.08197027777777778
Type,PLAYLIST,"African, Afro-Beat, Afro-Pop, Hip Hop/Rap, Indian, K-Pop, Music, Pop, Regional Indian, Telugu","67, Anirudh Ravichander, Darshan Raval, Fimiguerrero, Hardy Caprio, Inno Genga, JO YURI, Lancey Foux, Len, Prakriti Kakar, SL, Skeeny, T Mulla",8,0.15659583333333332
Type,PLAYLIST,"African, Afro-Beat, Afro-Pop, Afrobeats, Anime, Bollywood, Dance, Electronic, France, Hip Hop/Rap, Indian, J-Pop, Music, Pop, R&B/Soul, Soundtrack, World","Abdul Hannan, Antara Mitra, Arijit Singh, Central Cee, Dave, FUNKIST, Fireboy DML, Ghetts, Guvna B, Jack Newsome, Kanye West, Midnight Kids, Nikhil D'Souza, Ninho, Pa Salieu, Pritam, R2R Moe, Regard, Rovalio, Skepta, Steve Aoki, Tiakola, Ty Dolla $ign, WHITE JAM, Wizkid, YoungBoy Never Broke Again, mazie, ¥$",18,0.7024536111111112
Type,PLAYLIST,"African, Afro-Beat, Afro-Pop, Bollywood, Hip Hop/Rap, Indian, J-Pop, Latin, Latin Urban, Music, Pop, Soundtrack","D-Block Europe, EMPiRE, Feid, Genezio, Ghost Killer Track, Kanishk Seth, Kavita Seth, Pritam, Prototype, Rema, Shilpa Rao, Skeeny, Skepta, Sreeram, Tiakola",9,0.15536277777777777
Type,PLAYLIST,"Electronic, Hip Hop/Rap, K-Pop, Music, Pop","BTS, EVAN GIIA, MEMBA, Rsko",3,0.07105166666666667
